"","J1","J2","J3","J4","J5","J6","J7","X1","X2","X3","X4","X5","X6","X7","PR1","PR2","PR3","PR4","PR5","PR6","PR7"
"baltimore",12.5570940913203,10.4816008609387,0.376126975752413,10.5060033323191,9.71942109520685,11.4683745253464,10.046912304541,8.06353028180109,10.6867048506054,9.93195305043503,10.8092163445163,6.99879104985832,9.8901198188529,11.7754599338684,9.40836097368853,9.51824150776036,7.95932329541737,9.51249586076255,10.3547519870058,8.69105208025203,9.32216813422541
"lancaster",8.35096160378443,10.0320188409448,10.1625105574683,8.31135238083514,6.96937112415639,11.3379535292645,12.84477953917,7.03113015676916,4.50715351617706,8.24648705435322,7.79766486868758,7.4293105610098,6.52247047832473,8.15373038883919,6.25716264817018,7.91755812225221,8.61015064181791,9.09005863961688,3.90255057240819,9.47331958779366,5.74008588095975
"philadelphia",9.06983630579707,7.55289044414178,10.3526521456755,5.4461451601174,7.31736679804676,7.32166705222841,9.87047807796032,8.52495802769948,6.40244475897527,9.62009186995581,9.29208486100224,5.40952721644155,7.94962790853698,6.0056718140213,0.160310022961874,0.177116810211026,0.237352274830718,0.195540242787671,0.260915525880881,0.20262322214665,0.241710342709998
"richmond",0.195737891876242,0.227564702659991,0.225905012442534,0.217972035938013,0.137855542099212,0.250257062078317,0.222815767202562,0.237084439846718,0.234378118124032,0.221079614112014,0.234266135235832,0.237064949517316,0.240888020305258,0.257790209970156,0.231966720294018,0.230792607760205,0.231137958882649,0.220561123978764,0.232168840101178,0.210279704187291,0.257382680224686
